,Year,Population,Country,GDP per capita (OWiD),Government Expenditure (IMF & Wiki),Region,Subregion
5042,1914,1117119.0,New Zealand,8271.0,15.79098,Oceania,Australia and New Zealand
5043,1915,1136447.0,New Zealand,8247.0,14.68279,Oceania,Australia and New Zealand
5044,1916,1156110.0,New Zealand,8161.0,13.87428,Oceania,Australia and New Zealand
5045,1917,1176113.0,New Zealand,7983.0,14.45148,Oceania,Australia and New Zealand
5046,1918,1196505.0,New Zealand,7828.0,15.15192,Oceania,Australia and New Zealand
5047,1919,1217578.0,New Zealand,8421.0,17.09057,Oceania,Australia and New Zealand
5048,1920,1239349.0,New Zealand,8992.0,17.95063,Oceania,Australia and New Zealand
5049,1921,1261836.0,New Zealand,8174.0,18.13656,Oceania,Australia and New Zealand
5050,1922,1285060.0,New Zealand,7716.0,20.16545,Oceania,Australia and New Zealand
5051,1923,1309037.0,New Zealand,8199.0,21.4901,Oceania,Australia and New Zealand
5052,1924,1333463.0,New Zealand,8198.0,19.91193,Oceania,Australia and New Zealand
5053,1925,1358344.0,New Zealand,8435.0,19.70997,Oceania,Australia and New Zealand
5054,1926,1383689.0,New Zealand,7818.0,17.03968,Oceania,Australia and New Zealand
5055,1927,1409507.0,New Zealand,7465.0,19.1271,Oceania,Australia and New Zealand
5056,1928,1435807.0,New Zealand,8195.0,19.96428,Oceania,Australia and New Zealand
5057,1929,1459777.0,New Zealand,8388.0,17.7846,Oceania,Australia and New Zealand
5058,1930,1481347.0,New Zealand,7906.0,19.29233,Oceania,Australia and New Zealand
5059,1931,1500446.0,New Zealand,7133.0,21.22295,Oceania,Australia and New Zealand
5060,1932,1517002.0,New Zealand,6897.0,25.47024,Oceania,Australia and New Zealand
5061,1933,1530942.0,New Zealand,7294.0,24.83105,Oceania,Australia and New Zealand
5062,1934,1545009.0,New Zealand,7600.0,23.20736,Oceania,Australia and New Zealand
5063,1935,1559205.0,New Zealand,7905.0,21.75155,Oceania,Australia and New Zealand
5064,1936,1573532.0,New Zealand,9309.0,19.7198,Oceania,Australia and New Zealand
5065,1937,1587991.0,New Zealand,9726.0,18.42976,Oceania,Australia and New Zealand
5066,1938,1602582.0,New Zealand,10300.0,23.00701,Oceania,Australia and New Zealand
5067,1939,1619373.0,New Zealand,10297.0,20.68151,Oceania,Australia and New Zealand
5068,1940,1638415.0,New Zealand,10042.0,20.72239,Oceania,Australia and New Zealand
5069,1941,1659762.0,New Zealand,9770.0,20.40071,Oceania,Australia and New Zealand
5070,1942,1683468.0,New Zealand,10779.0,19.69395,Oceania,Australia and New Zealand
5071,1943,1709588.0,New Zealand,11043.0,16.91472,Oceania,Australia and New Zealand
5072,1944,1736113.0,New Zealand,10947.0,16.64104,Oceania,Australia and New Zealand
5073,1945,1763050.0,New Zealand,11043.0,15.3497,Oceania,Australia and New Zealand
5074,1946,1790404.0,New Zealand,11415.0,15.5624,Oceania,Australia and New Zealand
5075,1947,1818183.0,New Zealand,12506.0,26.23777,Oceania,Australia and New Zealand
5076,1948,1846393.0,New Zealand,11045.0,25.56372,Oceania,Australia and New Zealand
5077,1949,1877502.0,New Zealand,11988.0,25.69697,Oceania,Australia and New Zealand
5078,1950,1911611.0,New Zealand,13479.0,23.31528,Oceania,Australia and New Zealand
5079,1951,1952129.0,New Zealand,12199.0,20.47589,Oceania,Australia and New Zealand
5080,1952,1998954.0,New Zealand,12427.0,24.26316,Oceania,Australia and New Zealand
5081,1953,2048963.0,New Zealand,12522.0,23.9725,Oceania,Australia and New Zealand
5082,1954,2096338.0,New Zealand,13936.0,22.43201,Oceania,Australia and New Zealand
5083,1955,2140979.0,New Zealand,13908.0,20.71393,Oceania,Australia and New Zealand
5084,1956,2186348.0,New Zealand,14346.0,19.68674,Oceania,Australia and New Zealand
5085,1957,2235324.0,New Zealand,14418.0,20.63041,Oceania,Australia and New Zealand
5086,1958,2286562.0,New Zealand,14641.0,18.55278,Oceania,Australia and New Zealand
5087,1959,2335013.0,New Zealand,15350.0,21.85692,Oceania,Australia and New Zealand
5088,1960,2381191.0,New Zealand,15087.0,26.283685,Oceania,Australia and New Zealand
5089,1961,2431619.0,New Zealand,15533.0,22.13621,Oceania,Australia and New Zealand
5090,1962,2486311.0,New Zealand,15511.0,22.556022,Oceania,Australia and New Zealand
5091,1963,2540032.0,New Zealand,16150.0,20.38341,Oceania,Australia and New Zealand
5092,1964,2590656.0,New Zealand,16606.0,21.2357,Oceania,Australia and New Zealand
5093,1965,2638319.0,New Zealand,17341.0,26.12429,Oceania,Australia and New Zealand
5094,1966,2684362.0,New Zealand,18111.0,27.48021,Oceania,Australia and New Zealand
5095,1967,2725199.0,New Zealand,17027.0,28.63477,Oceania,Australia and New Zealand
5096,1968,2756420.0,New Zealand,16809.0,28.95309,Oceania,Australia and New Zealand
5097,1969,2786359.0,New Zealand,18348.0,28.83815,Oceania,Australia and New Zealand
5098,1970,2824068.0,New Zealand,17835.0,27.64503,Oceania,Australia and New Zealand
5099,1971,2868891.0,New Zealand,18452.0,29.38818,Oceania,Australia and New Zealand
5100,1972,2920886.0,New Zealand,18889.0,28.79125,Oceania,Australia and New Zealand
5101,1973,2980643.0,New Zealand,19804.0,29.43696,Oceania,Australia and New Zealand
5102,1974,3042806.0,New Zealand,20529.0,29.46105,Oceania,Australia and New Zealand
5103,1975,3095434.0,New Zealand,19907.0,32.2529,Oceania,Australia and New Zealand
5104,1976,3127819.0,New Zealand,20161.0,33.88853,Oceania,Australia and New Zealand
5105,1977,3141172.0,New Zealand,19110.0,32.56602,Oceania,Australia and New Zealand
5106,1978,3143303.0,New Zealand,19182.0,39.74563,Oceania,Australia and New Zealand
5107,1979,3142535.0,New Zealand,19580.0,41.88534,Oceania,Australia and New Zealand
5108,1980,3147166.0,New Zealand,19681.0,41.8631,Oceania,Australia and New Zealand
5109,1981,3160621.0,New Zealand,20537.0,42.98672,Oceania,Australia and New Zealand
5110,1982,3185723.0,New Zealand,20715.0,44.19606,Oceania,Australia and New Zealand
5111,1983,3219831.0,New Zealand,21015.0,46.06353,Oceania,Australia and New Zealand
5112,1984,3250341.0,New Zealand,21783.0,46.46449,Oceania,Australia and New Zealand
5113,1985,3268360.0,New Zealand,21780.0,40.20363,Oceania,Australia and New Zealand
5114,1986,3281673.0,New Zealand,22124.0,40.29224,Oceania,Australia and New Zealand
5115,1987,3299449.0,New Zealand,22142.0,40.26322,Oceania,Australia and New Zealand
5116,1988,3316005.0,New Zealand,22022.0,40.51797,Oceania,Australia and New Zealand
5117,1989,3333753.0,New Zealand,22107.0,42.45083,Oceania,Australia and New Zealand
5118,1990,3397388.0,New Zealand,21817.0,44.23139,Oceania,Australia and New Zealand
5119,1991,3481606.0,New Zealand,21125.895,47.36264,Oceania,Australia and New Zealand
5120,1992,3532568.0,New Zealand,21093.06,47.46559,Oceania,Australia and New Zealand
5121,1993,3573739.0,New Zealand,21897.676,42.34891,Oceania,Australia and New Zealand
5122,1994,3620893.0,New Zealand,23076.857,38.75406,Oceania,Australia and New Zealand
5123,1995,3673899.0,New Zealand,23751.902,37.4121,Oceania,Australia and New Zealand
5124,1996,3728460.0,New Zealand,24321.248,35.44054,Oceania,Australia and New Zealand
5125,1997,3775853.0,New Zealand,24802.129,34.39481,Oceania,Australia and New Zealand
5126,1998,3810047.0,New Zealand,24861.416,34.86505,Oceania,Australia and New Zealand
5127,1999,3833496.0,New Zealand,25867.992,33.84705,Oceania,Australia and New Zealand
5128,2000,3855266.0,New Zealand,26823.018,32.83596,Oceania,Australia and New Zealand
5129,2001,3889587.0,New Zealand,27167.318,31.82785,Oceania,Australia and New Zealand
5130,2002,3948582.0,New Zealand,28065.855,31.27515,Oceania,Australia and New Zealand
5131,2003,4019944.0,New Zealand,28876.287,31.11929,Oceania,Australia and New Zealand
5132,2004,4081415.0,New Zealand,29806.734,30.46411,Oceania,Australia and New Zealand
5133,2005,4132782.0,New Zealand,30270.248,31.28046,Oceania,Australia and New Zealand
5134,2006,4179986.0,New Zealand,30798.63,32.56922,Oceania,Australia and New Zealand
5135,2007,4221495.0,New Zealand,31784.441,32.38942,Oceania,Australia and New Zealand
5136,2008,4260235.0,New Zealand,31444.633,34.17711,Oceania,Australia and New Zealand
5137,2009,4302884.0,New Zealand,31233.076,35.70349,Oceania,Australia and New Zealand
5138,2010,4346345.0,New Zealand,31586.09,36.50914,Oceania,Australia and New Zealand
5139,2011,4381274.0,New Zealand,32057.0,35.45647,Oceania,Australia and New Zealand
5140,1960,1789695.0,Nicaragua,3148.0,11.201,Americas,Latin America and the Caribbean
5141,1961,1844635.0,Nicaragua,3277.0,9.93273,Americas,Latin America and the Caribbean
5142,1962,1901456.0,Nicaragua,3521.0,10.636,Americas,Latin America and the Caribbean
5143,1963,1960158.0,Nicaragua,3781.0,10.5007,Americas,Latin America and the Caribbean
5144,1964,2020948.0,Nicaragua,4092.0,10.195,Americas,Latin America and the Caribbean
5145,1965,2084104.0,Nicaragua,4340.0,10.8926,Americas,Latin America and the Caribbean
5146,1966,2150006.0,Nicaragua,4342.0,12.2439,Americas,Latin America and the Caribbean
5147,1967,2219007.0,Nicaragua,4500.0,12.6739,Americas,Latin America and the Caribbean
5148,1968,2291304.0,Nicaragua,4419.0,10.8602,Americas,Latin America and the Caribbean
5149,1969,2366638.0,Nicaragua,4564.0,11.0963,Americas,Latin America and the Caribbean
5150,1970,2444776.0,Nicaragua,4463.0,13.2082,Americas,Latin America and the Caribbean
5151,1971,2525485.0,Nicaragua,4533.0,15.0536,Americas,Latin America and the Caribbean
5152,1972,2603188.0,Nicaragua,4543.0,15.1485,Americas,Latin America and the Caribbean
5153,1973,2682751.0,Nicaragua,4637.0,12.8266,Americas,Latin America and the Caribbean
5154,1974,2769211.0,Nicaragua,5064.0,15.3203,Americas,Latin America and the Caribbean
5155,1975,2857464.0,Nicaragua,5013.0,17.4977,Americas,Latin America and the Caribbean
5156,1976,2947459.0,Nicaragua,5099.0,16.2033,Americas,Latin America and the Caribbean
5157,1977,3038689.0,Nicaragua,5247.0,19.9186,Americas,Latin America and the Caribbean
5158,1978,3128550.0,Nicaragua,4771.0,17.7015,Americas,Latin America and the Caribbean
5159,1979,3214316.0,Nicaragua,3405.0,20.6685,Americas,Latin America and the Caribbean
5160,1980,3303310.0,Nicaragua,3414.0,30.4423,Americas,Latin America and the Caribbean
5161,1981,3397663.0,Nicaragua,3480.0,39.2974,Americas,Latin America and the Caribbean
5162,1982,3491908.0,Nicaragua,3360.0,49.358,Americas,Latin America and the Caribbean
5163,1983,3584608.0,Nicaragua,3437.0,33.7887,Americas,Latin America and the Caribbean
5164,1984,3674509.0,Nicaragua,3308.0,31.9114,Americas,Latin America and the Caribbean
5165,1985,3763036.0,Nicaragua,3107.0,29.858,Americas,Latin America and the Caribbean
5166,1986,3852022.0,Nicaragua,3011.0,26.1299,Americas,Latin America and the Caribbean
5167,1988,4033290.0,Nicaragua,2498.0,24.915967,Americas,Latin America and the Caribbean
5168,1989,4129449.0,Nicaragua,2393.0,0.006298,Americas,Latin America and the Caribbean
5169,1990,4227824.0,Nicaragua,2291.0,28.215628,Americas,Latin America and the Caribbean
5170,1991,4327293.0,Nicaragua,2209.7942,17.97902,Americas,Latin America and the Caribbean
5171,1992,4427177.0,Nicaragua,2163.4165,21.37989,Americas,Latin America and the Caribbean
5172,1993,4526690.0,Nicaragua,2114.692,22.40349,Americas,Latin America and the Caribbean
5173,1994,4625260.0,Nicaragua,2154.299,23.43373,Americas,Latin America and the Caribbean
5174,1995,4721932.0,Nicaragua,2264.0925,22.70782,Americas,Latin America and the Caribbean
5175,1996,4812391.0,Nicaragua,2395.2021,21.63998,Americas,Latin America and the Caribbean
5176,1997,4895964.0,Nicaragua,2482.691,23.63829,Americas,Latin America and the Caribbean
5177,1998,4974551.0,Nicaragua,2569.8284,23.07581,Americas,Latin America and the Caribbean
5178,1999,5049885.0,Nicaragua,2748.127,26.49437,Americas,Latin America and the Caribbean
5179,2000,5123223.0,Nicaragua,2858.5269,27.93607,Americas,Latin America and the Caribbean
5180,2001,5192765.0,Nicaragua,2944.2446,29.35652,Americas,Latin America and the Caribbean
5181,2002,5259017.0,Nicaragua,2969.4575,28.6509,Americas,Latin America and the Caribbean
5182,2003,5323064.0,Nicaragua,3049.15,30.1418,Americas,Latin America and the Caribbean
5183,2004,5386220.0,Nicaragua,3220.261,30.3321,Americas,Latin America and the Caribbean
5184,2005,5454680.0,Nicaragua,3370.7776,32.80844,Americas,Latin America and the Caribbean
5185,2006,5529811.0,Nicaragua,3525.5537,33.69122,Americas,Latin America and the Caribbean
5186,2007,5607460.0,Nicaragua,3729.8513,33.61853,Americas,Latin America and the Caribbean
5187,2008,5687752.0,Nicaragua,3856.5522,34.18095,Americas,Latin America and the Caribbean
5188,2009,5770649.0,Nicaragua,3771.947,35.90322,Americas,Latin America and the Caribbean
5189,2010,5855736.0,Nicaragua,3916.9658,35.00904,Americas,Latin America and the Caribbean
5190,2011,5942554.0,Nicaragua,4189.0,35.57033,Americas,Latin America and the Caribbean
5191,1995,9813920.0,Niger,702.4934,19.47237156,Africa,Sub-Saharan Africa
5192,1996,10149939.0,Niger,712.85583,15.86510914,Africa,Sub-Saharan Africa
5193,1997,10494203.0,Niger,693.1094,18.94062743,Africa,Sub-Saharan Africa
5194,1998,10854919.0,Niger,755.248,19.84593602,Africa,Sub-Saharan Africa
5195,1999,11231469.0,Niger,736.91754,21.57326036,Africa,Sub-Saharan Africa
5196,2000,11622673.0,Niger,693.3765,20.14776806,Africa,Sub-Saharan Africa
5197,2001,12031431.0,Niger,723.31134,20.44259071,Africa,Sub-Saharan Africa
5198,2002,12456520.0,Niger,734.59155,20.90605962,Africa,Sub-Saharan Africa
5199,2003,12900793.0,Niger,758.1143,19.07898074,Africa,Sub-Saharan Africa
5200,2004,13366889.0,Niger,725.13165,21.22542247,Africa,Sub-Saharan Africa
5201,2005,13855225.0,Niger,757.2439,20.76039152,Africa,Sub-Saharan Africa
5202,2006,14365171.0,Niger,771.4197,20.00516038,Africa,Sub-Saharan Africa
5203,2007,14897877.0,Niger,766.18695,23.74016366,Africa,Sub-Saharan Africa
5204,2008,15455181.0,Niger,809.4504,23.05226144,Africa,Sub-Saharan Africa
5205,2009,16037917.0,Niger,775.2534,24.51087072,Africa,Sub-Saharan Africa
5206,2010,16647545.0,Niger,810.1572,20.87311874,Africa,Sub-Saharan Africa
5207,2011,17283118.0,Niger,799.0,19.96558739,Africa,Sub-Saharan Africa
5208,2000,122851984.0,Nigeria,2144.8254,42.11010306,Africa,Sub-Saharan Africa
5209,2001,126152680.0,Nigeria,2282.823,57.77753939,Africa,Sub-Saharan Africa
5210,2002,129583032.0,Nigeria,2609.1294,33.8006014,Africa,Sub-Saharan Africa
5211,2003,133119808.0,Nigeria,2848.2812,41.54848853,Africa,Sub-Saharan Africa
5212,2004,136756848.0,Nigeria,3136.6274,29.25853726,Africa,Sub-Saharan Africa
5213,2005,140490720.0,Nigeria,3347.8206,26.14492594,Africa,Sub-Saharan Africa
5214,2006,144329760.0,Nigeria,3564.6323,24.37334555,Africa,Sub-Saharan Africa
5215,2007,148294032.0,Nigeria,3817.4836,26.32003858,Africa,Sub-Saharan Africa
5216,2008,152382512.0,Nigeria,4084.2002,26.70488399,Africa,Sub-Saharan Africa
5217,2009,156595744.0,Nigeria,4416.347,28.35586463,Africa,Sub-Saharan Africa
5218,2010,160952864.0,Nigeria,4904.8657,27.71934426,Africa,Sub-Saharan Africa
5219,2011,165463744.0,Nigeria,5136.0,30.61039636,Africa,Sub-Saharan Africa
5220,1998,2012844.0,Macedonia,7411.548,36.40588291,Europe,Southern Europe
5221,1999,2023781.0,Macedonia,7732.047,36.40621587,Europe,Southern Europe
5222,2000,2037940.0,Macedonia,8083.7896,35.43962362,Europe,Southern Europe
5223,2001,2053391.0,Macedonia,7835.027,42.18687509,Europe,Southern Europe
5224,2002,2064739.0,Macedonia,7964.0776,41.97434733,Europe,Southern Europe
5225,2003,2071150.0,Macedonia,8160.413,38.49873557,Europe,Southern Europe
5226,2004,2075879.0,Macedonia,8561.384,36.04529854,Europe,Southern Europe
5227,2005,2078667.0,Macedonia,8984.545,34.85082251,Europe,Southern Europe
5228,2006,2081081.0,Macedonia,9466.264,33.4715335,Europe,Southern Europe
5229,2007,2083494.0,Macedonia,10099.407,32.41383705,Europe,Southern Europe
5230,2008,2086228.0,Macedonia,10674.208,34.04820111,Europe,Southern Europe
5231,2009,2089793.0,Macedonia,10657.878,33.76339124,Europe,Southern Europe
5232,2010,2093828.0,Macedonia,11038.29,32.74964251,Europe,Southern Europe
5233,2011,2097110.0,Macedonia,11321.0,32.02562541,Europe,Southern Europe
5234,1880,1916359.0,Norway,2503.0,0.833333,Europe,Northern Europe
5235,1881,1928804.0,Norway,2439.0,7.2498,Europe,Northern Europe
5236,1882,1938985.0,Norway,2528.0,6.979865,Europe,Northern Europe
5237,1883,1946870.0,Norway,2582.0,6.315867,Europe,Northern Europe
5238,1884,1954788.0,Norway,2518.0,7.053261,Europe,Northern Europe
5239,1885,1962737.0,Norway,2499.0,7.199997,Europe,Northern Europe
5240,1886,1970719.0,Norway,2528.0,7.415145,Europe,Northern Europe
5241,1887,1978733.0,Norway,2570.0,7.689225,Europe,Northern Europe
5242,1888,1986779.0,Norway,2692.0,7.13113,Europe,Northern Europe
5243,1889,1997704.0,Norway,2775.0,7.202081,Europe,Northern Europe
5244,1890,2011552.0,Norway,2769.0,7.34756,Europe,Northern Europe
5245,1891,2028366.0,Norway,2762.0,7.334163,Europe,Northern Europe
5246,1892,2048191.0,Norway,2748.0,8.054946,Europe,Northern Europe
5247,1893,2071072.0,Norway,2820.0,8.548707,Europe,Northern Europe
5248,1894,2094209.0,Norway,2935.0,8.496935,Europe,Northern Europe
5249,1895,2117605.0,Norway,3052.0,9.333052,Europe,Northern Europe
5250,1896,2141262.0,Norway,3102.0,9.772454,Europe,Northern Europe
5251,1897,2165183.0,Norway,3218.0,9.614254,Europe,Northern Europe
5252,1898,2189372.0,Norway,3266.0,10.545592,Europe,Northern Europe
5253,1899,2211863.0,Norway,3244.0,7.967327,Europe,Northern Europe
5254,1900,2232623.0,Norway,3249.0,10.527443,Europe,Northern Europe
5255,1901,2251621.0,Norway,3271.0,10.286562,Europe,Northern Europe
5256,1902,2268821.0,Norway,3268.0,10.319214,Europe,Northern Europe
5257,1903,2284192.0,Norway,3290.0,10.306572,Europe,Northern Europe
5258,1904,2299667.0,Norway,3288.0,9.649122,Europe,Northern Europe
5259,1905,2315246.0,Norway,3322.0,10.140275,Europe,Northern Europe
5260,1906,2330932.0,Norway,3496.0,10.25931,Europe,Northern Europe
5261,1907,2346723.0,Norway,3537.0,9.530197,Europe,Northern Europe
5262,1908,2362621.0,Norway,3612.0,11.95303,Europe,Northern Europe
5263,1909,2380237.0,Norway,3642.0,10.487766,Europe,Northern Europe
5264,1910,2399597.0,Norway,3826.0,9.37596,Europe,Northern Europe
5265,1911,2420731.0,Norway,3947.0,9.849544,Europe,Northern Europe
5266,1912,2443667.0,Norway,4050.0,10.609286,Europe,Northern Europe
5267,1913,2468434.0,Norway,4415.0,10.551054,Europe,Northern Europe
5268,1914,2493453.0,Norway,4336.0,7.081815,Europe,Northern Europe
5269,1915,2518725.0,Norway,4407.0,6.761755,Europe,Northern Europe
5270,1916,2544253.0,Norway,4803.0,4.381294,Europe,Northern Europe
5271,1917,2570040.0,Norway,4286.0,5.656046,Europe,Northern Europe
5272,1918,2595896.0,Norway,4023.0,10.398175,Europe,Northern Europe
5273,1919,2620044.0,Norway,4605.0,10.432608,Europe,Northern Europe
5274,1920,2642453.0,Norway,4739.0,9.197333,Europe,Northern Europe
5275,1921,2663094.0,Norway,4222.0,14.70448,Europe,Northern Europe
5276,1922,2681936.0,Norway,4570.0,13.12652,Europe,Northern Europe
5277,1923,2698948.0,Norway,4870.0,12.77566,Europe,Northern Europe
5278,1924,2716069.0,Norway,4787.0,10.38917,Europe,Northern Europe
5279,1925,2733298.0,Norway,4733.0,10.4953,Europe,Northern Europe
5280,1926,2750636.0,Norway,4750.0,11.51097,Europe,Northern Europe
5281,1927,2768084.0,Norway,4992.0,11.2826,Europe,Northern Europe
5282,1928,2785643.0,Norway,5241.0,11.38829,Europe,Northern Europe
5283,1929,2802985.0,Norway,5581.0,10.80092,Europe,Northern Europe
5284,1930,2820108.0,Norway,5781.0,10.39068,Europe,Northern Europe
5285,1931,2837007.0,Norway,5297.0,11.90525,Europe,Northern Europe
5286,1932,2853680.0,Norway,5526.0,11.6753,Europe,Northern Europe
5287,1933,2870123.0,Norway,5633.0,10.08795,Europe,Northern Europe
5288,1934,2886661.0,Norway,5799.0,9.33383,Europe,Northern Europe
5289,1935,2903294.0,Norway,6057.0,9.54837,Europe,Northern Europe
5290,1936,2920023.0,Norway,6432.0,9.43712,Europe,Northern Europe
5291,1937,2936848.0,Norway,6684.0,8.84071,Europe,Northern Europe
5292,1938,2953771.0,Norway,6794.0,9.28436,Europe,Northern Europe
